tanggal ,komoditi,satuan,harga
2018-10-15,Garam Beryodium Bata,250 gr,3680
2018-10-16,Garam Beryodium Bata,250 gr,3680
2018-10-17,Garam Beryodium Bata,250 gr,3660
2018-10-18,Garam Beryodium Bata,250 gr,3660
2018-10-19,Garam Beryodium Bata,250 gr,3840
2018-10-22,Garam Beryodium Bata,250 gr,3840
2018-10-23,Garam Beryodium Bata,250 gr,3840
2018-10-24,Garam Beryodium Bata,250 gr,3840
2018-10-25,Garam Beryodium Bata,250 gr,3640
2018-10-26,Garam Beryodium Bata,250 gr,3640
2018-10-29,Garam Beryodium Bata,250 gr,3680
2018-10-30,Garam Beryodium Bata,250 gr,3280
2018-10-31,Garam Beryodium Bata,250 gr,3480
2018-10-01,Garam Beryodium Halus,Kg,12540
2018-10-02,Garam Beryodium Halus,Kg,11540
2018-10-03,Garam Beryodium Halus,Kg,10440
2018-10-04,Garam Beryodium Halus,Kg,11540
2018-10-05,Garam Beryodium Halus,Kg,9940
2018-10-08,Garam Beryodium Halus,Kg,10840
2018-10-09,Garam Beryodium Halus,Kg,10040
2018-10-10,Garam Beryodium Halus,Kg,10540
2018-10-11,Garam Beryodium Halus,Kg,10540
2018-10-12,Garam Beryodium Halus,Kg,10240
2018-10-15,Garam Beryodium Halus,Kg,10540
2018-10-16,Garam Beryodium Halus,Kg,11040
2018-10-17,Garam Beryodium Halus,Kg,11840
2018-10-18,Garam Beryodium Halus,Kg,10540
2018-10-19,Garam Beryodium Halus,Kg,10540
2018-10-22,Garam Beryodium Halus,Kg,10540
2018-10-23,Garam Beryodium Halus,Kg,10540
2018-10-24,Garam Beryodium Halus,Kg,10540
2018-10-25,Garam Beryodium Halus,Kg,10540
2018-10-26,Garam Beryodium Halus,Kg,10540
2018-10-29,Garam Beryodium Halus,Kg,10840
2018-10-30,Garam Beryodium Halus,Kg,11840
2018-10-31,Garam Beryodium Halus,Kg,11440
2018-10-01,Tepung Terigu Segitiga Biru,Kg,10440
2018-10-02,Tepung Terigu Segitiga Biru,Kg,10340
2018-10-03,Tepung Terigu Segitiga Biru,Kg,10140
